date,building_id,building_name,country,strategy,battery_type,eu_compliant,avg_soc_start_percent,avg_soc_end_percent,charge_kwh,discharge_kwh,pv_generation_kwh,round_trip_efficiency_percent,daily_net_savings_eur,daily_co2_avoided_kg,battery_health_percent,total_cycles_cumulative,total_cost_avoided_eur,total_co2_avoided_kg
2026-03-14,B003,Hamburg Logistics Hub Gamma,DE,peak_shaving,LFP,True,10.0,10.0,537.5,531.97,633.74,94.97,166.858,202.1501,98.8,797.7894,212518.5701,242528.5573
2026-03-15,B003,Hamburg Logistics Hub Gamma,DE,peak_shaving,LFP,True,10.0,10.0,598.94,570.76,747.4,94.97,177.4801,216.8901,98.8,798.5029,212696.0502,242745.4474
2026-03-16,B003,Hamburg Logistics Hub Gamma,DE,peak_shaving,LFP,True,10.0,10.0,562.89,566.34,679.84,94.97,205.4033,215.2107,98.8,799.2108000000001,212901.4535,242960.6581
2026-03-17,B003,Hamburg Logistics Hub Gamma,DE,peak_shaving,LFP,True,10.0,10.0,574.47,502.75,743.48,94.97,177.1446,191.0438,98.8,799.8392,213078.5981,243151.7019
2026-03-18,B003,Hamburg Logistics Hub Gamma,DE,peak_shaving,LFP,True,10.0,10.0,549.34,639.98,733.53,94.97,238.1327,243.192,98.8,800.6392,213316.7308,243394.8939
2026-03-19,B003,Hamburg Logistics Hub Gamma,DE,peak_shaving,LFP,True,10.0,10.0,544.29,529.4,846.93,94.97,190.7478,201.1731,98.8,801.301,213507.4786,243596.067
2026-03-20,B003,Hamburg Logistics Hub Gamma,DE,peak_shaving,LFP,True,10.0,10.0,483.13,524.45,690.97,94.97,192.8564,199.291,98.8,801.9566,213700.335,243795.358
2026-03-21,B003,Hamburg Logistics Hub Gamma,DE,peak_shaving,LFP,True,10.0,10.0,536.32,563.51,748.59,94.97,179.0427,214.1325,98.8,802.6610000000001,213879.3777,244009.49049999999
2026-03-22,B003,Hamburg Logistics Hub Gamma,DE,peak_shaving,LFP,True,10.0,10.0,581.09,475.51,734.79,94.97,142.1584,180.6928,98.8,803.2553999999999,214021.5361,244190.1833
2026-03-23,B003,Hamburg Logistics Hub Gamma,DE,peak_shaving,LFP,True,10.0,10.0,550.52,498.57,688.89,94.97,177.0063,189.4579,98.79,803.8786,214198.5424,244379.6412
2026-03-24,B003,Hamburg Logistics Hub Gamma,DE,peak_shaving,LFP,True,10.0,10.0,520.54,609.85,951.96,94.97,227.1274,231.7444,98.79,804.6409,214425.6698,244611.3856
2026-03-25,B003,Hamburg Logistics Hub Gamma,DE,peak_shaving,LFP,True,10.0,10.0,567.54,478.9,881.22,94.97,167.3305,181.9815,98.79,805.2395,214593.0003,244793.3671
2026-03-26,B003,Hamburg Logistics Hub Gamma,DE,peak_shaving,LFP,True,10.0,10.0,515.92,596.01,694.09,94.97,221.4737,226.4852,98.79,805.9845,214814.474,245019.8523
2026-03-27,B003,Hamburg Logistics Hub Gamma,DE,peak_shaving,LFP,True,10.0,10.0,576.27,563.62,1000.64,94.97,203.2998,214.1766,98.79,806.689,215017.7738,245234.0289
2026-03-28,B003,Hamburg Logistics Hub Gamma,DE,peak_shaving,LFP,True,10.0,10.0,582.36,455.91,903.54,94.97,134.5469,173.2443,98.79,807.2589,215152.3207,245407.2732
2026-03-29,B003,Hamburg Logistics Hub Gamma,DE,peak_shaving,LFP,True,10.0,10.0,551.27,584.1,840.99,94.97,185.9083,221.9573,98.79,807.9889999999999,215338.229,245629.2305
2026-03-30,B003,Hamburg Logistics Hub Gamma,DE,peak_shaving,LFP,True,10.0,10.0,591.82,600.5,774.26,94.97,218.142,228.1919,98.79,808.7396000000001,215556.371,245857.4224
2026-03-31,B003,Hamburg Logistics Hub Gamma,DE,peak_shaving,LFP,True,10.0,10.0,547.36,550.32,971.56,94.97,199.5659,209.1228,98.79,809.4275,215755.9369,246066.5452
2026-04-01,B003,Hamburg Logistics Hub Gamma,DE,peak_shaving,LFP,True,10.0,10.0,558.95,503.34,947.35,94.97,165.4234,191.2697,98.78,810.0567,215921.3603,246257.8149
2026-04-02,B003,Hamburg Logistics Hub Gamma,DE,peak_shaving,LFP,True,10.0,10.0,550.92,570.7,870.31,94.97,192.6958,216.8658,98.78,810.7701,216114.0561,246474.6807
2026-04-03,B003,Hamburg Logistics Hub Gamma,DE,peak_shaving,LFP,True,10.0,10.0,595.52,449.87,832.02,94.97,141.8989,170.9488,98.78,811.3324,216255.955,246645.6295
2026-04-04,B003,Hamburg Logistics Hub Gamma,DE,peak_shaving,LFP,True,10.0,10.0,549.37,554.13,1155.56,94.97,162.5155,210.5681,98.78,812.0251,216418.4705,246856.1976
2026-04-05,B003,Hamburg Logistics Hub Gamma,DE,peak_shaving,LFP,True,10.0,10.0,602.69,583.25,936.9,94.97,169.5408,221.6346,98.78,812.7542,216588.0113,247077.8322
2026-04-06,B003,Hamburg Logistics Hub Gamma,DE,peak_shaving,LFP,True,10.0,10.0,572.16,423.47,775.57,94.97,132.8567,160.9198,98.78,813.2835,216720.868,247238.752
2026-04-07,B003,Hamburg Logistics Hub Gamma,DE,peak_shaving,LFP,True,10.0,10.0,573.98,483.52,1054.09,94.97,156.6147,183.7395,98.78,813.8879,216877.4827,247422.4915
2026-04-08,B003,Hamburg Logistics Hub Gamma,DE,peak_shaving,LFP,True,10.0,10.0,577.8,551.41,1086.94,94.97,183.3605,209.5345,98.78,814.5772000000001,217060.8432,247632.026
2026-04-09,B003,Hamburg Logistics Hub Gamma,DE,peak_shaving,LFP,True,10.0,10.0,507.55,524.02,1152.93,94.97,176.8301,199.1278,98.78,815.2322,217237.6733,247831.1538
2026-04-10,B003,Hamburg Logistics Hub Gamma,DE,peak_shaving,LFP,True,10.0,10.0,571.39,526.15,801.36,94.97,173.7203,199.9389,98.78,815.8899,217411.3936,248031.0927
2026-04-11,B003,Hamburg Logistics Hub Gamma,DE,peak_shaving,LFP,True,10.0,10.0,527.19,590.16,804.4,94.97,176.6729,224.2601,98.78,816.6275999999999,217588.0665,248255.3528
2026-04-12,B003,Hamburg Logistics Hub Gamma,DE,peak_shaving,LFP,True,10.0,10.0,541.86,590.67,1071.51,94.97,175.9441,224.4537,98.77,817.3659,217764.0106,248479.8065
2026-04-13,B003,Hamburg Logistics Hub Gamma,DE,peak_shaving,LFP,True,10.0,10.0,545.72,561.65,1043.96,94.97,189.4199,213.4259,98.77,818.068,217953.4305,248693.2324
2026-04-14,B003,Hamburg Logistics Hub Gamma,DE,peak_shaving,LFP,True,10.0,10.0,584.97,553.78,967.81,94.96,183.8573,210.4345,98.77,818.7602,218137.2878,248903.6669
2026-04-15,B003,Hamburg Logistics Hub Gamma,DE,peak_shaving,LFP,True,10.0,10.0,540.96,492.24,1093.34,94.96,162.1266,187.052,98.77,819.3755,218299.4144,249090.7189
2026-04-16,B003,Hamburg Logistics Hub Gamma,DE,peak_shaving,LFP,True,10.0,10.0,627.24,553.9,1109.42,94.96,181.2849,210.4809,98.77,820.0678999999999,218480.6993,249301.1998
2026-04-17,B003,Hamburg Logistics Hub Gamma,DE,peak_shaving,LFP,True,10.0,10.0,617.12,508.13,1004.48,94.96,163.7195,193.0889,98.77,820.7031,218644.4188,249494.2887
2026-04-18,B003,Hamburg Logistics Hub Gamma,DE,peak_shaving,LFP,True,10.0,10.0,557.28,633.34,1197.55,94.96,190.128,240.6711,98.77,821.4947999999999,218834.5468,249734.9598
2023-01-01,B004,Wien Grand Hotel Delta,AT,tou,LFP,True,30.0,10.0,0.0,38.67,44.37,94.5,9.1308,8.1215,100.0,0.1934,9.1308,8.1215
2023-01-02,B004,Wien Grand Hotel Delta,AT,tou,LFP,True,10.0,10.0,40.48,32.17,42.13,94.5,6.4429,6.7563,100.0,0.3543,15.5737,14.8778
2023-01-03,B004,Wien Grand Hotel Delta,AT,tou,LFP,True,10.0,10.0,40.13,40.92,48.61,94.5,8.8956,8.5942,100.0,0.5589,24.4693,23.472
2023-01-04,B004,Wien Grand Hotel Delta,AT,tou,LFP,True,10.0,10.0,38.39,38.66,57.53,94.5,8.3744,8.1194,100.0,0.7522,32.8437,31.5914
2023-01-05,B004,Wien Grand Hotel Delta,AT,tou,LFP,True,10.0,10.0,43.36,40.92,46.61,94.5,8.6957,8.5936,100.0,0.9568000000000001,41.5394,40.185
2023-01-06,B004,Wien Grand Hotel Delta,AT,tou,LFP,True,10.0,10.0,39.84,31.99,46.92,94.5,6.4306,6.7175,100.0,1.1167,47.97,46.9025
2023-01-07,B004,Wien Grand Hotel Delta,AT,tou,LFP,True,10.0,10.0,37.02,35.87,47.97,94.5,6.1874,7.5318,100.0,1.296,54.1574,54.4343
2023-01-08,B004,Wien Grand Hotel Delta,AT,tou,LFP,True,10.0,10.0,40.76,35.37,51.37,94.5,5.8398,7.4276,100.0,1.4728,59.9972,61.861900000000006
2023-01-09,B004,Wien Grand Hotel Delta,AT,tou,LFP,True,10.0,10.0,42.92,40.14,43.82,94.5,8.5065,8.4303,100.0,1.6735,68.50370000000001,70.29220000000001
2023-01-10,B004,Wien Grand Hotel Delta,AT,tou,LFP,True,10.0,10.0,36.48,38.91,52.73,94.5,8.5607,8.1715,100.0,1.8681,77.0644,78.4637
2023-01-11,B004,Wien Grand Hotel Delta,AT,tou,LFP,True,10.0,10.0,37.23,38.14,59.16,94.5,8.3016,8.0101,100.0,2.0587999999999997,85.366,86.4738
2023-01-12,B004,Wien Grand Hotel Delta,AT,tou,LFP,True,10.0,10.0,41.16,35.13,58.51,94.5,7.2223,7.3774,100.0,2.2344999999999997,92.5883,93.8512
2023-01-13,B004,Wien Grand Hotel Delta,AT,tou,LFP,True,10.0,10.0,41.18,39.49,56.87,94.5,8.4319,8.2926,100.0,2.4319,101.0202,102.1438
2023-01-14,B004,Wien Grand Hotel Delta,AT,tou,LFP,True,10.0,10.0,41.58,37.77,58.3,94.5,6.3565,7.9322,100.0,2.6208,107.3767,110.07600000000001
2023-01-15,B004,Wien Grand Hotel Delta,AT,tou,LFP,True,10.0,10.0,42.23,37.6,51.51,94.5,6.2753,7.8957,99.99,2.8087999999999997,113.652,117.9717
2023-01-16,B004,Wien Grand Hotel Delta,AT,tou,LFP,True,10.0,10.0,39.59,39.96,64.96,94.5,8.6598,8.3909,99.99,3.0086,122.3118,126.3626
2023-01-17,B004,Wien Grand Hotel Delta,AT,tou,LFP,True,10.0,10.0,39.96,39.54,56.69,94.5,8.522,8.3043,99.99,3.2063,130.8338,134.6669
2023-01-18,B004,Wien Grand Hotel Delta,AT,tou,LFP,True,10.0,10.0,40.49,43.85,66.98,94.5,9.6854,9.2084,99.99,3.4255,140.5192,143.8753
2023-01-19,B004,Wien Grand Hotel Delta,AT,tou,LFP,True,10.0,10.0,39.52,38.88,49.15,94.5,8.3645,8.1647,99.99,3.6199,148.8837,152.04
2023-01-20,B004,Wien Grand Hotel Delta,AT,tou,LFP,True,10.0,10.0,41.42,41.51,53.42,94.5,8.9779,8.7166,99.99,3.8274,157.8616,160.7566
2023-01-21,B004,Wien Grand Hotel Delta,AT,tou,LFP,True,10.0,10.0,37.69,38.03,56.57,94.5,6.6577,7.9868,99.99,4.0176,164.5193,168.7434
2023-01-22,B004,Wien Grand Hotel Delta,AT,tou,LFP,True,10.0,10.0,39.63,36.08,57.93,94.5,6.0767,7.5765,99.99,4.198,170.596,176.3199
2023-01-23,B004,Wien Grand Hotel Delta,AT,tou,LFP,True,10.0,10.0,39.5,43.08,66.52,94.5,9.5329,9.0469,99.99,4.4134,180.1289,185.3668
2023-01-24,B004,Wien Grand Hotel Delta,AT,tou,LFP,True,10.0,10.0,36.48,37.04,56.86,94.5,8.0401,7.7776,99.99,4.5986,188.169,193.1444
2023-01-25,B004,Wien Grand Hotel Delta,AT,tou,LFP,True,10.0,10.0,41.14,43.59,61.62,94.5,9.5742,9.1545,99.99,4.8166,197.7432,202.2989
2023-01-26,B004,Wien Grand Hotel Delta,AT,tou,LFP,True,10.0,10.0,41.92,41.36,68.09,94.5,8.9059,8.6857,99.99,5.0234000000000005,206.6491,210.9846
2023-01-27,B004,Wien Grand Hotel Delta,AT,tou,LFP,True,10.0,10.0,40.17,38.37,62.34,94.5,8.1838,8.0581,99.99,5.2153,214.8329,219.0427
2023-01-28,B004,Wien Grand Hotel Delta,AT,tou,LFP,True,10.0,10.0,40.36,43.52,58.45,94.5,7.7876,9.1382,99.99,5.4329,222.6205,228.1809
2023-01-29,B004,Wien Grand Hotel Delta,AT,tou,LFP,True,10.0,10.0,41.74,40.71,88.25,94.5,7.0407,8.5495,99.99,5.6365,229.6612,236.7304
2023-01-30,B004,Wien Grand Hotel Delta,AT,tou,LFP,True,10.0,10.0,39.74,40.88,77.69,94.5,8.9079,8.5857,99.99,5.8409,238.5691,245.3161
2023-01-31,B004,Wien Grand Hotel Delta,AT,tou,LFP,True,10.0,10.0,41.56,38.78,70.92,94.5,8.2115,8.1436,99.99,6.034800000000001,246.7806,253.4597
2023-02-01,B004,Wien Grand Hotel Delta,AT,tou,LFP,True,10.0,10.0,42.34,41.3,94.41,94.5,8.8631,8.6727,99.99,6.2413,255.6437,262.1324
2023-02-02,B004,Wien Grand Hotel Delta,AT,tou,LFP,True,10.0,10.0,41.19,40.6,67.67,94.5,8.7392,8.5257,99.99,6.444300000000001,264.3829,270.6581
2023-02-03,B004,Wien Grand Hotel Delta,AT,tou,LFP,True,10.0,10.0,38.84,37.5,93.88,94.5,8.0226,7.8742,99.99,6.631800000000001,272.4055,278.5323
2023-02-04,B004,Wien Grand Hotel Delta,AT,tou,LFP,True,10.0,10.0,38.85,41.31,70.01,94.5,7.3605,8.6757,99.99,6.8384,279.766,287.208
2023-02-05,B004,Wien Grand Hotel Delta,AT,tou,LFP,True,10.0,10.0,42.76,38.82,93.5,94.5,6.5314,8.1522,99.99,7.0325,286.2974,295.3602
2023-02-06,B004,Wien Grand Hotel Delta,AT,tou,LFP,True,10.0,10.0,40.6,42.68,73.93,94.5,9.354,8.9631,99.99,7.245900000000001,295.6514,304.3233
2023-02-07,B004,Wien Grand Hotel Delta,AT,tou,LFP,True,10.0,10.0,39.75,37.96,73.97,94.5,8.0959,7.9723,99.99,7.435700000000001,303.7473,312.2956
2023-02-08,B004,Wien Grand Hotel Delta,AT,tou,LFP,True,10.0,10.0,39.93,41.58,94.86,94.5,9.0907,8.7325,99.99,7.6436,312.838,321.0281
2023-02-09,B004,Wien Grand Hotel Delta,AT,tou,LFP,True,10.0,10.0,42.43,37.15,83.63,94.5,7.7044,7.801,99.99,7.829300000000001,320.5424,328.8291
2023-02-10,B004,Wien Grand Hotel Delta,AT,tou,LFP,True,10.0,10.0,38.85,39.45,85.44,94.5,8.5646,8.2844,99.99,8.0265,329.107,337.1135
2023-02-11,B004,Wien Grand Hotel Delta,AT,tou,LFP,True,10.0,10.0,41.94,40.37,94.98,94.5,6.9486,8.4786,99.99,8.2284,336.0556,345.5921
2023-02-12,B004,Wien Grand Hotel Delta,AT,tou,LFP,True,10.0,10.0,39.6,35.75,90.8,94.5,6.0011,7.5075,99.98,8.4071,342.0567,353.0996
2023-02-13,B004,Wien Grand Hotel Delta,AT,tou,LFP,True,10.0,10.0,40.9,38.12,95.8,94.5,8.0677,8.0046,99.98,8.5977,350.1244,361.1042
2023-02-14,B004,Wien Grand Hotel Delta,AT,tou,LFP,True,10.0,10.0,38.9,40.85,77.61,94.5,8.9506,8.5786,99.98,8.802,359.075,369.6828
2023-02-15,B004,Wien Grand Hotel Delta,AT,tou,LFP,True,10.0,10.0,42.06,34.24,94.62,94.5,6.9196,7.1906,99.98,8.9732,365.9946,376.8734
2023-02-16,B004,Wien Grand Hotel Delta,AT,tou,LFP,True,10.0,10.0,40.54,35.4,85.7,94.5,7.3355,7.4341,99.98,9.1502,373.3301,384.3075
2023-02-17,B004,Wien Grand Hotel Delta,AT,tou,LFP,True,10.0,10.0,40.32,38.47,89.31,94.5,8.2025,8.0795,99.98,9.3426,381.5326,392.387
2023-02-18,B004,Wien Grand Hotel Delta,AT,tou,LFP,True,10.0,10.0,46.08,44.02,87.44,94.5,7.5549,9.2444,99.98,9.5627,389.0875,401.6314
2023-02-19,B004,Wien Grand Hotel Delta,AT,tou,LFP,True,10.0,10.0,41.97,33.8,109.49,94.5,5.3956,7.0987,99.98,9.7317,394.4831,408.7301
2023-02-20,B004,Wien Grand Hotel Delta,AT,tou,LFP,True,10.0,10.0,42.1,38.4,93.78,94.5,8.0724,8.0637,99.98,9.9237,402.5555,416.7938
2023-02-21,B004,Wien Grand Hotel Delta,AT,tou,LFP,True,10.0,10.0,42.82,41.86,94.44,94.5,8.99,8.7911,99.98,10.133,411.5455,425.5849
2023-02-22,B004,Wien Grand Hotel Delta,AT,tou,LFP,True,10.0,10.0,38.22,39.77,127.44,94.5,8.6924,8.3519,99.98,10.331900000000001,420.2379,433.9368
2023-02-23,B004,Wien Grand Hotel Delta,AT,tou,LFP,True,10.0,10.0,40.24,41.77,102.97,94.5,9.1235,8.7717,99.98,10.540799999999999,429.3614,442.7085
2023-02-24,B004,Wien Grand Hotel Delta,AT,tou,LFP,True,10.0,10.0,39.05,38.16,120.44,94.5,8.1932,8.013,99.98,10.7316,437.5546,450.7215
2023-02-25,B004,Wien Grand Hotel Delta,AT,tou,LFP,True,10.0,10.0,43.21,42.01,131.96,94.5,7.258,8.8231,99.98,10.9417,444.8126,459.5446
2023-02-26,B004,Wien Grand Hotel Delta,AT,tou,LFP,True,10.0,10.0,41.24,35.17,116.89,94.5,5.7619,7.3849,99.98,11.1175,450.5745,466.9295
2023-02-27,B004,Wien Grand Hotel Delta,AT,tou,LFP,True,10.0,10.0,37.07,37.73,116.74,94.5,8.1956,7.9225,99.98,11.306099999999999,458.7701,474.852
2023-02-28,B004,Wien Grand Hotel Delta,AT,tou,LFP,True,10.0,10.0,38.33,39.34,114.52,94.5,8.5668,8.2622,99.98,11.5028,467.3369,483.1142
2023-03-01,B004,Wien Grand Hotel Delta,AT,tou,LFP,True,10.0,10.0,38.44,33.98,135.8,94.5,7.0696,7.1351,99.98,11.672699999999999,474.4065,490.2493
2023-03-02,B004,Wien Grand Hotel Delta,AT,tou,LFP,True,10.0,10.0,38.71,35.69,127.43,94.5,7.5282,7.4943,99.98,11.851099999999999,481.9347,497.7436
2023-03-03,B004,Wien Grand Hotel Delta,AT,tou,LFP,True,10.0,10.0,39.21,34.76,153.71,94.5,7.2396,7.2996,99.98,12.0249,489.1743,505.0432
2023-03-04,B004,Wien Grand Hotel Delta,AT,tou,LFP,True,10.0,10.0,40.75,36.67,154.06,94.5,6.1463,7.6998,99.98,12.2082,495.3206,512.743
2023-03-05,B004,Wien Grand Hotel Delta,AT,tou,LFP,True,10.0,10.0,40.52,40.73,143.41,94.5,7.1203,8.5535,99.98,12.411900000000001,502.4409,521.2965
2023-03-06,B004,Wien Grand Hotel Delta,AT,tou,LFP,True,10.0,10.0,39.48,38.15,107.87,94.5,8.1654,8.0119,99.98,12.6027,510.6063,529.3084
2023-03-07,B004,Wien Grand Hotel Delta,AT,tou,LFP,True,10.0,10.0,38.37,36.28,147.91,94.5,7.7134,7.6189,99.98,12.7841,518.3197,536.9273
2023-03-08,B004,Wien Grand Hotel Delta,AT,tou,LFP,True,10.0,10.0,36.48,41.07,117.36,94.5,9.1613,8.6254,99.98,12.9895,527.481,545.5527
2023-03-09,B004,Wien Grand Hotel Delta,AT,tou,LFP,True,10.0,10.0,39.35,38.63,183.11,94.5,8.3067,8.113,99.98,13.1827,535.7877,553.6657
2023-03-10,B004,Wien Grand Hotel Delta,AT,tou,LFP,True,10.0,10.0,37.15,40.75,155.66,94.5,9.0298,8.5571,99.98,13.386400000000002,544.8175,562.2228
2023-03-11,B004,Wien Grand Hotel Delta,AT,tou,LFP,True,10.0,10.0,40.69,38.92,138.28,94.5,6.6834,8.1739,99.98,13.581,551.5009,570.3967
2023-03-12,B004,Wien Grand Hotel Delta,AT,tou,LFP,True,10.0,10.0,37.85,32.96,120.58,94.5,5.4499,6.9215,99.98,13.7458,556.9508,577.3182
2023-03-13,B004,Wien Grand Hotel Delta,AT,tou,LFP,True,10.0,10.0,41.03,38.6,156.95,94.5,8.1939,8.1058,99.97,13.9388,565.1447000000001,585.424
2023-03-14,B004,Wien Grand Hotel Delta,AT,tou,LFP,True,10.0,10.0,41.12,39.45,142.34,94.5,8.4252,8.285,99.97,14.136099999999999,573.5699,593.709
2023-03-15,B004,Wien Grand Hotel Delta,AT,tou,LFP,True,10.0,10.0,36.82,35.53,149.77,94.5,7.5997,7.4606,99.97,14.313699999999999,581.1696,601.1696
2023-03-16,B004,Wien Grand Hotel Delta,AT,tou,LFP,True,10.0,10.0,37.54,39.15,149.56,94.5,8.561,8.2209,99.97,14.509400000000001,589.7306,609.3905
2023-03-17,B004,Wien Grand Hotel Delta,AT,tou,LFP,True,10.0,10.0,41.86,36.19,152.93,94.5,7.474,7.6005,99.97,14.6904,597.2046,616.991
2023-03-18,B004,Wien Grand Hotel Delta,AT,tou,LFP,True,10.0,10.0,38.86,39.47,161.92,94.5,6.9253,8.2893,99.97,14.8878,604.1299,625.2803
2023-03-19,B004,Wien Grand Hotel Delta,AT,tou,LFP,True,10.0,10.0,41.24,36.71,172.29,94.5,6.1273,7.7097,99.97,15.0714,610.2572,632.99
2023-03-20,B004,Wien Grand Hotel Delta,AT,tou,LFP,True,10.0,10.0,37.57,39.54,146.06,94.5,8.6693,8.3042,99.97,15.269100000000002,618.9265,641.2942
2023-03-21,B004,Wien Grand Hotel Delta,AT,tou,LFP,True,10.0,10.0,43.76,32.83,155.1,94.5,6.4217,6.8933,99.97,15.4332,625.3482,648.1875
2023-03-22,B004,Wien Grand Hotel Delta,AT,tou,LFP,True,10.0,10.0,41.06,35.08,176.03,94.5,7.2153,7.3671,99.97,15.6086,632.5635,655.5546
2023-03-23,B004,Wien Grand Hotel Delta,AT,tou,LFP,True,10.0,10.0,40.3,43.58,193.03,94.5,9.6237,9.1526,99.97,15.826500000000001,642.1872,664.7072000000001
2023-03-24,B004,Wien Grand Hotel Delta,AT,tou,LFP,True,10.0,10.0,37.15,37.02,168.51,94.5,7.9934,7.7735,99.97,16.0116,650.1806,672.4807
2023-03-25,B004,Wien Grand Hotel Delta,AT,tou,LFP,True,10.0,10.0,40.75,34.4,172.02,94.5,5.6125,7.225,99.97,16.1836,655.7931,679.7057
2023-03-26,B004,Wien Grand Hotel Delta,AT,tou,LFP,True,10.0,10.0,39.21,43.4,198.91,94.5,7.8308,9.1136,99.97,16.4006,663.6239,688.8193
2023-03-27,B004,Wien Grand Hotel Delta,AT,tou,LFP,True,10.0,10.0,41.39,37.16,163.97,94.5,7.7704,7.8027,99.97,16.5864,671.3943,696.622
2023-03-28,B004,Wien Grand Hotel Delta,AT,tou,LFP,True,10.0,10.0,40.55,36.75,157.8,94.5,7.71,7.7176,99.97,16.7702,679.1043,704.3396
2023-03-29,B004,Wien Grand Hotel Delta,AT,tou,LFP,True,10.0,10.0,39.18,39.01,182.15,94.5,8.4231,8.193,99.97,16.9653,687.5274000000001,712.5326
2023-03-30,B004,Wien Grand Hotel Delta,AT,tou,LFP,True,10.0,10.0,43.53,38.84,178.66,94.5,8.1059,8.1556,99.97,17.1595,695.6333,720.6882
2023-03-31,B004,Wien Grand Hotel Delta,AT,tou,LFP,True,10.0,10.0,42.19,40.76,199.47,94.5,8.7243,8.5606,99.97,17.3633,704.3576,729.2488
2023-04-01,B004,Wien Grand Hotel Delta,AT,tou,LFP,True,10.0,10.0,42.19,36.03,201.65,94.5,5.2739,7.5656,99.97,17.5434,709.6315,736.8144
2023-04-02,B004,Wien Grand Hotel Delta,AT,tou,LFP,True,10.0,10.0,37.0,40.87,219.28,94.5,6.5808,8.5832,99.97,17.747799999999998,716.2123,745.3976
2023-04-03,B004,Wien Grand Hotel Delta,AT,tou,LFP,True,10.0,10.0,38.97,40.56,242.22,94.5,7.9162,8.5184,99.97,17.950599999999998,724.1285,753.916
2023-04-04,B004,Wien Grand Hotel Delta,AT,tou,LFP,True,10.0,10.0,40.26,34.08,236.8,94.5,6.2365,7.1559,99.97,18.121,730.365,761.0719
2023-04-05,B004,Wien Grand Hotel Delta,AT,tou,LFP,True,10.0,10.0,40.3,40.56,256.17,94.5,7.8425,8.5179,99.97,18.323800000000002,738.2075,769.5898
2023-04-06,B004,Wien Grand Hotel Delta,AT,tou,LFP,True,10.0,10.0,39.34,38.54,218.71,94.5,7.3955,8.0944,99.97,18.5165,745.603,777.6842
2023-04-07,B004,Wien Grand Hotel Delta,AT,tou,LFP,True,10.0,10.0,37.63,46.56,232.24,94.5,9.4763,9.7771,99.97,18.7493,755.0793,787.4613
2023-04-08,B004,Wien Grand Hotel Delta,AT,tou,LFP,True,10.0,10.0,40.03,41.6,230.38,94.5,6.5676,8.736,99.97,18.9573,761.6469,796.1973
2023-04-09,B004,Wien Grand Hotel Delta,AT,tou,LFP,True,10.0,10.0,39.9,36.23,191.26,94.5,5.4419,7.6075,99.97,19.1384,767.0888,803.8048
2023-04-10,B004,Wien Grand Hotel Delta,AT,tou,LFP,True,10.0,10.0,38.81,34.55,211.8,94.5,6.4342,7.2558,99.97,19.3112,773.523,811.0606
2023-04-11,B004,Wien Grand Hotel Delta,AT,tou,LFP,True,10.0,10.0,36.9,38.74,224.52,94.5,7.5778,8.1351,99.96,19.5049,781.1008,819.1957
2023-04-12,B004,Wien Grand Hotel Delta,AT,tou,LFP,True,10.0,10.0,38.07,40.46,241.1,94.5,7.94,8.4965,99.96,19.7072,789.0408,827.6922
2023-04-13,B004,Wien Grand Hotel Delta,AT,tou,LFP,True,10.0,10.0,37.84,34.37,227.51,94.5,6.4422,7.2174,99.96,19.879,795.483,834.9096
2023-04-14,B004,Wien Grand Hotel Delta,AT,tou,LFP,True,10.0,10.0,36.04,45.65,232.35,94.5,9.3396,9.5872,99.96,20.1073,804.8226,844.4968
2023-04-15,B004,Wien Grand Hotel Delta,AT,tou,LFP,True,10.0,10.0,38.5,40.24,287.32,94.5,6.3655,8.4506,99.96,20.3085,811.1881,852.9474
2023-04-16,B004,Wien Grand Hotel Delta,AT,tou,LFP,True,10.0,10.0,41.21,37.8,242.01,94.5,5.7008,7.937,99.96,20.4975,816.8889,860.8844
2023-04-17,B004,Wien Grand Hotel Delta,AT,tou,LFP,True,10.0,10.0,38.64,40.61,231.81,94.5,7.9462,8.5282,99.96,20.700599999999998,824.8351,869.4126
2023-04-18,B004,Wien Grand Hotel Delta,AT,tou,LFP,True,10.0,10.0,41.24,34.66,211.73,94.5,6.3274,7.2787,99.96,20.8739,831.1625,876.6913
2023-04-19,B004,Wien Grand Hotel Delta,AT,tou,LFP,True,10.0,10.0,39.43,40.6,228.61,94.5,7.9008,8.5266,99.96,21.076900000000002,839.0633,885.2179
2023-04-20,B004,Wien Grand Hotel Delta,AT,tou,LFP,True,10.0,10.0,39.11,40.26,197.39,94.5,7.8333,8.4544,99.96,21.278200000000002,846.8966,893.6723
2023-04-21,B004,Wien Grand Hotel Delta,AT,tou,LFP,True,10.0,10.0,40.01,36.31,252.22,94.5,6.8049,7.6255,99.96,21.4598,853.7015,901.2978
2023-04-22,B004,Wien Grand Hotel Delta,AT,tou,LFP,True,10.0,10.0,40.62,40.5,233.05,94.5,6.3032,8.5048,99.96,21.662300000000002,860.0047,909.8026
2023-04-23,B004,Wien Grand Hotel Delta,AT,tou,LFP,True,10.0,10.0,38.48,40.47,205.21,94.5,6.4144,8.4983,99.96,21.8646,866.4191,918.3009
2023-04-24,B004,Wien Grand Hotel Delta,AT,tou,LFP,True,10.0,10.0,39.32,43.81,235.14,94.5,8.7014,9.1991,99.96,22.0836,875.1205,927.5
